protein_name,uniprot_id,alphafold_id,mw_da,sequence_length,theoretical_pI,net_charge_at_ph,sasa_total_A2,radius_gyration_A,max_dimension_A,min_dimension_A,aspect_ratio,surface_pos_residue_frac,surface_neg_residue_frac,surface_hydrophobic_frac,surface_polar_frac,surface_hbond_donor_density,surface_hbond_acceptor_density,pos_patch_count,neg_patch_count,hyd_patch_count,max_pos_patch_area_A2,max_neg_patch_area_A2,max_hyd_patch_area_A2,pdb_id_or_alphafold_id,source,ph_assumed,ionic_strength_mM,buffer,surface_net_charge_index,surface_aromatic_frac,max_pos_patch_size_res,max_neg_patch_size_res,surface_residue_count,alphafold_pdb_url,sasa_per_residue_A2,net_charge_per_sasa,max_hyd_patch_size_res,alphafold_version,effective_diameter_A,effective_size_geom_A,shape_anisotropy_index,ph_distance_from_neutral,mw_da_norm,sequence_length_norm,theoretical_pI_norm,net_charge_at_ph_norm,sasa_total_A2_norm,radius_gyration_A_norm,max_dimension_A_norm,min_dimension_A_norm,aspect_ratio_norm,surface_pos_residue_frac_norm,surface_neg_residue_frac_norm,surface_hydrophobic_frac_norm,surface_polar_frac_norm,surface_hbond_donor_density_norm,surface_hbond_acceptor_density_norm,pos_patch_count_norm,neg_patch_count_norm,hyd_patch_count_norm,max_pos_patch_area_A2_norm,max_neg_patch_area_A2_norm,max_hyd_patch_area_A2_norm,ph_assumed_norm,ionic_strength_mM_norm,surface_net_charge_index_norm,surface_aromatic_frac_norm,max_pos_patch_size_res_norm,max_neg_patch_size_res_norm,surface_residue_count_norm,sasa_per_residue_A2_norm,net_charge_per_sasa_norm,max_hyd_patch_size_res_norm,effective_diameter_A_norm,effective_size_geom_A_norm,shape_anisotropy_index_norm,ph_distance_from_neutral_norm,electrostatic_interaction_score,transport_size_score,surface_interaction_score,protein_stability_score,overall_protein_interaction_profile
Thioredoxin,P0AA25,AF-P0AA25-F1,11807.0,109,4.4494,-5.238057,5949.064393,12.728191,37.676003,34.403,1.095137,0.222027,0.233494,0.372866,0.171613,35.714286,33.928571,10,9,3,25.0,50.0,275.0,AF-P0AA25-F1,UniProt/AlphaFold,7.4,150.0,PBS,-0.011468,0.056495,2,4,84,https://alphafold.ebi.ac.uk/files/AF-P0AA25-F1-model_v6.pdb,70.822195,-0.00088,22,v4,25.456382,36.00232674715622,1.0951371392029765,2.9506000000000006,0.03249998212715457,0.034672970843183604,0.09991684917765864,0.5671621801119228,0.0768986845266841,0.18357761439870984,0.1453065640540235,0.1280801362790768,0.012905178267721584,0.5083002155252961,0.6789845782168239,0.5004687458147693,0.05926616244858973,0.11417950197659743,0.11417947375700899,0.10294117647058824,0.07792207792207793,0.013986013986013988,0.0,0.42857142857142855,0.11023622047244094,0.0,0.0,0.2838925953922503,0.20473374748543904,0.0,0.42857142857142855,0.021143304620203605,0.46062022083579063,0.09090620536422792,0.11023622047244094,0.18357761439870984,0.1364976924800418,0.012905196450149897,0.81819020183157,0.35079596281057923,0.8121206534512403,,0.014543807132196508,
Adenylate kinase,P69441,AF-P69441-F1,23586.0,214,5.447156,-3.945664,10827.61796,16.5604,48.440002,44.43,1.090254,0.286557,0.247051,0.308097,0.158296,36.516854,34.691011,22,19,4,100.0,50.0,737.5,AF-P69441-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.039506,0.033287,8,4,178,https://alphafold.ebi.ac.uk/files/AF-P69441-F1-model_v6.pdb,60.829314,-0.000364,59,v4,33.1208,46.391694179669706,1.0902543776727436,1.9528440000000007,0.11670968064799789,0.1174152876280536,0.2522286389628541,0.589815422749062,0.1428501131487746,0.2556063676410957,0.20195950673177182,0.1808541151906117,0.012242807313400078,0.7092806687513237,0.7292183875677157,0.30770558596203,0.007983025000385058,0.14161415441122416,0.1416141402885729,0.27941176470588236,0.2077922077922078,0.02097902097902098,0.6000000000000001,0.42857142857142855,0.40157480314960625,0.0,0.0,0.42349996165686177,0.07612123092951469,0.6000000000000001,0.42857142857142855,0.0947533281127643,0.3928690065555657,0.10728455800666561,0.4015748031496063,0.2556063676410957,0.19117887905505468,0.012242857879799868,0.5410419932218193,0.5454667637657655,0.7403126797323044,,0.292719264522945,
DHFR,P0ABQ4,AF-P0ABQ4-F1,17999.0,159,4.60141,-9.78911,8676.551476,15.314037,44.871002,37.874001,1.184744,0.235429,0.269806,0.317373,0.177391,38.129496,36.223022,13,16,3,62.5,50.0,787.5,AF-P0ABQ4-F1,UniProt/AlphaFold,7.4,150.0,PBS,-0.034377,0.051676,5,4,139,https://alphafold.ebi.ac.uk/files/AF-P0ABQ4-F1-model_v6.pdb,62.421234,-0.001128,63,v4,30.628074,41.2243177580782,1.1847441731862445,2.798590000000001,0.07676744568442273,0.07407407407407408,0.12312183633408524,0.4873906958470899,0.11377061125695964,0.23218019934561918,0.1831751913098841,0.1463486646101745,0.025060221090553142,0.5500411117617012,0.8135342636302328,0.3353124823290268,0.08151696729770941,0.19674004127873146,0.19674006614200001,0.14705882352941174,0.16883116883116883,0.013986013986013988,0.3,0.42857142857142855,0.43307086614173224,0.0,0.0,0.22114952728388165,0.17802814091516161,0.3,0.42857142857142855,0.06421299921691465,0.40366214149202456,0.08303443897794002,0.4330708661417323,0.23218019934561918,0.16398200917363126,0.02506024322323125,0.7759661518726941,0.30520658282235524,0.7594663862466371,,0.08690179024242936,
RecA,P0A7G6,AF-P0A7G6-F1,37973.0,353,4.814557,-9.201285,19965.177136,23.563625,79.004997,61.092003,1.293213,0.23336,0.205793,0.362496,0.198351,40.37037,38.351852,29,28,14,75.0,50.0,350.0,AF-P0A7G6-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.027567,0.076942,6,4,270,https://alphafold.ebi.ac.uk/files/AF-P0A7G6-F1-model_v6.pdb,73.945101,-0.000461,28,v4,47.12725,69.4735454237006,1.293213401433245,2.5854430000000006,0.2195643315198353,0.22695035460992907,0.1556596522503464,0.49769417346819766,0.26637752214403426,0.3872363401780599,0.36282879979661364,0.26854935753088605,0.039773863327763614,0.5435971545677659,0.5763419026374881,0.46960592613756413,0.16223293642847236,0.2733411508916139,0.2733411641331711,0.38235294117647056,0.3246753246753247,0.09090909090909091,0.39999999999999997,0.42857142857142855,0.15748031496062992,0.0,0.0,0.3908014811406536,0.3180455419536822,0.4000000000000001,0.42857142857142855,0.1667971808927173,0.4817933613528248,0.10420568163783528,0.15748031496062992,0.3872363401780599,0.31266298504804074,0.039773915623419365,0.7167599840114709,0.4293301198887997,0.5995056879474671,,0.2575960863560921,
T4 lysozyme,P00720,AF-P00720-F1,18692.0,164,9.594137,7.238006,260.721327,2.96115,10.06791,10.06791,1.0,0.180261,0.138566,0.385749,0.251419,57.024606,54.173375,4,3,6,75.0,62.5,175.0,AF-P00720-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.041695,0.0891935769230769,6,5,57,https://alphafold.ebi.ac.uk/files/AF-P00720-F1-model_v4.pdb,4.574058,0.027761,14,v4,5.9223,10.06791,1.0,2.1941369999999996,0.0817217984371984,0.07801418439716314,0.885283311964269,0.785844331976901,0.0,0.0,0.0,0.0,0.0,0.37821886406956606,0.32724045679899805,0.5388106653809638,0.36659529567615023,0.8426426633170396,0.8426426272338252,0.01470588235294118,0.0,0.03496503496503497,0.39999999999999997,0.5714285714285714,0.047244094488188976,0.0,0.0,0.42949518519735763,0.38594049799709,0.4000000000000001,0.5714285714285714,0.0,0.011461292039110404,1.0000000000000002,0.047244094488188976,0.0,0.0,0.0,0.6080663185078334,0.586033413262602,1.0,,0.035692168298601834,
T7 RNA polymerase,P00573,AF-P00573-F1,98855.0,883,6.767159,-3.335614,891.029049,5.757734,19.576295,19.576295,1.0,0.180261,0.138566,0.385749,0.251419,57.024606,54.173375,19,15,30,75.0,62.5,175.0,AF-P00573-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.041695,0.0891935769230769,6,5,309,https://alphafold.ebi.ac.uk/files/AF-P00573-F1-model_v4.pdb,2.883589,-0.003744,14,v4,11.515468,19.576295,1.0,0.632841,0.6548181616706106,0.644602048857368,0.4537328338279588,0.6005084632334864,0.008520905667332495,0.05256353681586895,0.05004441103747427,0.05004441103747427,0.0,0.37821886406956606,0.32724045679899805,0.5388106653809638,0.36659529567615023,0.8426426633170396,0.8426426272338252,0.23529411764705882,0.15584415584415584,0.20279720279720279,0.39999999999999997,0.5714285714285714,0.047244094488188976,0.0,0.0,0.42949518519735763,0.38594049799709,0.4000000000000001,0.5714285714285714,0.19733750978856696,0.0,0.0,0.047244094488188976,0.05256353681586895,0.05004441103747427,0.0,0.17438274305494797,0.6935825207930053,0.9474364631841311,,0.42306598626993125,
Hen egg white lysozyme (HEWL),P00698,AF-P00698-F1,16239.0,147,9.217428,8.243576,8851.441224,17.922822,64.296997,42.852997,1.500408,0.265817,0.063772,0.419651,0.25076,52.136752,49.529915,12,9,7,37.5,12.5,300.0,AF-P00698-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.202045,0.067621,3,1,117,https://alphafold.ebi.ac.uk/files/AF-P00698-F1-model_v6.pdb,75.653344,0.000931,24,v4,35.845644,52.49113277068813,1.5004084078413467,1.8174279999999996,0.06418496250277028,0.06461780929866037,0.8277770458849959,0.8034701015366463,0.11613488348920042,0.2812139370742862,0.28541784120173436,0.17255405305184365,0.06787952580588014,0.6446853704418891,0.05010041574340998,0.6397085740305889,0.364057517829911,0.6755582846211532,0.6755582971191225,0.13235294117647056,0.07792207792207793,0.04195804195804196,0.09999999999999998,0.0,0.12598425196850394,0.0,0.0,0.868661057613304,0.2663910578612239,0.10000000000000003,0.0,0.04698512137823022,0.49337516018898575,0.14838914458022537,0.12598425196850394,0.2812139370742862,0.22328136669588527,0.0678795774457896,0.503427283997221,0.885712081464082,0.6961595371104506,,0.34308595019896954,
Alcohol oxidase,P18173,AF-P18173-F1,68434.0,625,6.789895,-2.429804,692.361583,5.023075,17.078457,17.078457,1.0,0.180261,0.138566,0.385749,0.251419,57.024606,54.173375,14,11,21,75.0,62.5,175.0,AF-P18173-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.041695,0.0891935769230769,6,5,219,https://alphafold.ebi.ac.uk/files/AF-P18173-F1-model_v4.pdb,3.161468,-0.003509,14,v4,10.04615,17.078457,1.0,0.6101050000000008,0.4373342293586508,0.44129235618597323,0.45720358304175057,0.6163856257631094,0.005835190931706926,0.03875516367434721,0.03689782183467878,0.03689782183467878,0.0,0.37821886406956606,0.32724045679899805,0.5388106653809638,0.36659529567615023,0.8426426633170396,0.8426426272338252,0.16176470588235292,0.10389610389610392,0.13986013986013984,0.39999999999999997,0.5714285714285714,0.047244094488188976,0.0,0.0,0.42949518519735763,0.38594049799709,0.4000000000000001,0.5714285714285714,0.12685982772122162,0.001884005190592647,0.007459133470877649,0.047244094488188976,0.03875516367434721,0.03689782183467878,0.0,0.16806732959619547,0.7011108778083328,0.9612448363256528,,0.41709664202709035,
D-amino acid oxidase,P14920,AF-P14920-F1,39474.0,347,6.356725,-4.389697,16701.600715,21.554771,86.512413,60.129291,1.438773,0.135447,0.10951,0.423631,0.242075,48.70317,46.268012,16,13,37,62.5,50.0,187.5,AF-P14920-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.025937,0.14121,5,4,347,https://alphafold.ebi.ac.uk/files/AF-P14920-F1-model_v6.pdb,48.131414,-0.000263,15,v4,43.109542,72.1244068009518,1.4387732095494024,1.0432750000000004,0.23029518791509684,0.2222222222222222,0.39107829992518406,0.5820323511230961,0.2222583945324713,0.34947867897900226,0.40234173623464287,0.26348242397290444,0.05951883898023902,0.23864443309372238,0.21957699404916295,0.6515537063657167,0.33061199340716896,0.558186138241294,0.558186148408002,0.19117647058823528,0.12987012987012986,0.2517482517482518,0.3,0.42857142857142855,0.05511811023622047,0.0,0.0,0.386337244333432,0.674201574960238,0.3,0.42857142857142855,0.22709475332811277,0.30677790391871174,0.11049039834946835,0.05511811023622047,0.34947867897900226,0.3266149649443664,0.059518864175817726,0.28838962234460847,0.6188086133150031,0.6306816996290584,,0.5687817557625406,
Lipase B,P02655,AF-P02655-F1,11284.0,101,4.721922,-4.729879,10742.202311,20.319462,58.474632,58.474632,1.0,0.079208,0.118812,0.425743,0.326733,52.475248,49.851485,3,4,11,37.5,50.0,187.5,AF-P02655-F1,UniProt/AlphaFold,7.4,150.0,PBS,-0.039604,0.09901,3,4,101,https://alphafold.ebi.ac.uk/files/AF-P02655-F1-model_v6.pdb,106.358439,-0.00044,15,v4,40.638924,58.474632,1.0,2.678078,0.028760982863515798,0.028368794326241134,0.14151851689585937,0.5760695941391236,0.1416954094029065,0.32626027749330605,0.25477364376229494,0.25477364376229494,0.0,0.0634865265544606,0.25404442007129147,0.6578393645294832,0.6566259492598469,0.6871292918261644,0.6871292610199602,0.0,0.012987012987012991,0.06993006993006994,0.09999999999999998,0.42857142857142855,0.05511811023622047,0.0,0.0,0.20683384274931257,0.4403404840148739,0.10000000000000003,0.42857142857142855,0.03445575567736884,0.701554109867228,0.1048722425011903,0.05511811023622047,0.32626027749330605,0.25477364376229494,0.0,0.7424913495001918,0.33829140389745327,0.6737397225066939,,0.18851971212053847,
Acetylcholinesterase,P22303,AF-P22303-F1,67796.0,614,5.874048,-10.389441,28910.245237,30.883411,167.440048,20.0,8.372002,0.110749,0.102606,0.477199,0.214984,42.833876,40.692182,24,22,73,50.0,50.0,212.5,AF-P22303-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.008143,0.13355,4,4,614,https://alphafold.ebi.ac.uk/files/AF-P22303-F1-model_v6.pdb,47.08509,-0.000359,17,v4,61.766822,57.86882545896365,8.3720024,1.5259520000000002,0.4327730792053018,0.4326241134751773,0.3173955580943669,0.4768680113342548,0.38730271283444123,0.5248162737310239,0.8282790358108263,0.05227444980626972,1.0,0.16172183532870718,0.19399506443652317,0.8109808543376099,0.22628583311511263,0.3575526206743831,0.3575526078189879,0.30882352941176466,0.24675324675324678,0.5034965034965035,0.2,0.42857142857142855,0.07086614173228345,0.0,0.0,0.3376031156538601,0.6317519077412453,0.2,0.42857142857142855,0.43617854346123724,0.2996838815311198,0.1074432629741311,0.07086614173228345,0.5248162737310239,0.2515851704780502,1.0,0.42246355012567777,0.505260720227555,0.1418503929356428,,0.601654885113282,
Bovine serum albumin,P02769,AF-P02769-F1,69293.0,607,5.822723,-14.069702,30374.357409,27.193317,93.316223,93.316223,1.0,0.169687,0.163097,0.382208,0.257002,58.978583,56.029654,36,35,58,75.0,75.0,162.5,AF-P02769-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.00659,0.116969,6,6,607,https://alphafold.ebi.ac.uk/files/AF-P02769-F1-model_v6.pdb,50.040128,-0.000463,13,v4,54.386634,93.316223,1.0,1.5772770000000005,0.4434753390478778,0.42710795902285265,0.3095605737788377,0.41235988926844325,0.4070955239782103,0.45545866036306604,0.43815146251948284,0.43815146251948284,0.0,0.34528585132491996,0.41813708416395556,0.5282720689993837,0.3880951647437576,0.9094366045908693,0.9094365983719399,0.4852941176470588,0.4155844155844156,0.3986013986013986,0.39999999999999997,0.7142857142857142,0.03937007874015748,0.0,0.0,0.33334976610685685,0.5398644492349638,0.4000000000000001,0.7142857142857142,0.4306969459671104,0.31971888572502616,0.10414219965084909,0.03937007874015748,0.45545866036306604,0.43815146251948284,0.0,0.4367201737960897,0.4766078374893051,0.544541339636934,,0.5350427337584155,
Lysozyme,P00698,AF-P00698-F1,16239.0,147,9.364565,8.0835,8851.441224,17.922823,74.920273,40.286583,1.859683,0.129252,0.061224,0.401361,0.319728,51.020408,48.469388,7,3,15,62.5,25.0,175.0,AF-P00698-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.068027,0.095238,5,2,147,https://alphafold.ebi.ac.uk/files/AF-P00698-F1-model_v6.pdb,60.213886,0.000913,14,v4,35.845646,54.938891475867614,1.8596829867650972,1.9645650000000003,0.06418496250277028,0.06461780929866037,0.8502381484126925,0.8006642673450477,0.11613488348920042,0.2812139558699086,0.3413301323751076,0.15904653551775888,0.1166145912602845,0.2193499358407355,0.04065911263608002,0.5852745362392596,0.6296500254162879,0.6373976432331574,0.6373976489465194,0.058823529411764705,0.0,0.0979020979020979,0.3,0.14285714285714285,0.047244094488188976,0.0,0.0,0.5016131506008917,0.4194370708621272,0.3,0.14285714285714285,0.07047768206734534,0.38869643667286125,0.14781780669734965,0.047244094488188976,0.2812139558699086,0.23616437919091549,0.11661458313756073,0.5442977533005507,0.6570154496565411,0.6799145164175712,,0.31052608083232486,
Urease,P07374,AF-P07374-F1,90748.0,840,6.055024,-13.267465,32325.26577,30.518316,101.163475,101.163475,1.0,0.133333,0.119048,0.422619,0.230952,48.333333,45.916667,39,35,89,62.5,50.0,187.5,AF-P07374-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.014286,0.088095,5,4,840,https://alphafold.ebi.ac.uk/files/AF-P07374-F1-model_v6.pdb,38.482459,-0.00041,15,v4,61.036632,101.163475,1.0,1.344976,0.596860098515124,0.6107171000788023,0.34502233104102475,0.4264216099783903,0.43346915947317777,0.5179540859784695,0.4794530194718615,0.4794530194718615,0.0,0.23206032216671443,0.254918889275895,0.6485418284955787,0.2877778462391595,0.5455437832602021,0.5455437989607901,0.5294117647058824,0.4155844155844156,0.6153846153846154,0.3,0.42857142857142855,0.05511811023622047,0.0,0.0,0.3544275369463525,0.379852479093816,0.3,0.42857142857142855,0.6131558339859045,0.24135849005946053,0.10582447230598319,0.05511811023622047,0.5179540859784695,0.4794530194718615,0.0,0.3721935700891174,0.5181510151853405,0.48204591402153046,,0.6362361541892162,
Laccase,Q12737,AF-Q12737-F1,63948.0,572,5.175838,-23.129949,23460.530736,24.624964,106.027199,42.095366,2.518738,0.104895,0.113636,0.449301,0.262238,48.076923,45.673077,21,23,64,50.0,50.0,200.0,AF-Q12737-F1,UniProt/AlphaFold,7.4,150.0,PBS,-0.008741,0.152098,4,4,572,https://alphafold.ebi.ac.uk/files/AF-Q12737-F1-model_v6.pdb,41.014914,-0.000986,16,v4,49.249928,66.80758750216799,2.518738024513197,2.2241620000000006,0.40526319552177986,0.39952718676122934,0.21081076707740343,0.25355063106028797,0.31362996291227707,0.407184867238437,0.5050517097887584,0.1685664992055561,0.2060143228393047,0.1434893919196701,0.2348653836177829,0.7279518337633889,0.4082587532155456,0.5367787699145881,0.5367787677184319,0.2647058823529412,0.25974025974025977,0.4405594405594406,0.2,0.42857142857142855,0.06299212598425197,0.0,0.0,0.291361290958688,0.7345399531169471,0.2,0.42857142857142855,0.4032889584964761,0.2585284034568108,0.0875416600539597,0.06299212598425197,0.407184867238437,0.29863154921179846,0.20601431498627798,0.6164064086335836,0.3321714348349183,0.5241436944328036,,0.3534360071610738,
Lipase,P02655,AF-P02655-F1,11284.0,101,4.721922,-4.729879,10742.202311,20.319462,58.474632,58.474632,1.0,0.079208,0.118812,0.425743,0.326733,52.475248,49.851485,3,4,11,37.5,50.0,187.5,AF-P02655-F1,UniProt/AlphaFold,7.4,150.0,PBS,-0.039604,0.09901,3,4,101,https://alphafold.ebi.ac.uk/files/AF-P02655-F1-model_v6.pdb,106.358439,-0.00044,15,v4,40.638924,58.474632,1.0,2.678078,0.028760982863515798,0.028368794326241134,0.14151851689585937,0.5760695941391236,0.1416954094029065,0.32626027749330605,0.25477364376229494,0.25477364376229494,0.0,0.0634865265544606,0.25404442007129147,0.6578393645294832,0.6566259492598469,0.6871292918261644,0.6871292610199602,0.0,0.012987012987012991,0.06993006993006994,0.09999999999999998,0.42857142857142855,0.05511811023622047,0.0,0.0,0.20683384274931257,0.4403404840148739,0.10000000000000003,0.42857142857142855,0.03445575567736884,0.701554109867228,0.1048722425011903,0.05511811023622047,0.32626027749330605,0.25477364376229494,0.0,0.7424913495001918,0.33829140389745327,0.6737397225066939,,0.18851971212053847,
Pepsin,P19400,AF-P19400-F1,18657.0,169,5.250354,-5.730278,12713.482666,24.671947,104.205254,51.290642,2.031662,0.094675,0.100592,0.473373,0.272189,46.745562,44.408284,6,6,20,37.5,50.0,212.5,AF-P19400-F1,UniProt/AlphaFold,7.4,150.0,PBS,-0.005917,0.12426,3,4,169,https://alphafold.ebi.ac.uk/files/AF-P19400-F1-model_v6.pdb,75.227708,-0.000451,17,v4,49.343894,73.10782705998768,2.0316621109948283,2.1496460000000006,0.0814715786011996,0.08195429472025216,0.2221859583342174,0.5585344625801075,0.16834444663113948,0.4080679419646816,0.4954624720299097,0.2169629589352602,0.13994326100291343,0.11165892187519463,0.18653243317350807,0.7995940512435898,0.4465795837890293,0.4912680763658581,0.4912680728618455,0.044117647058823525,0.03896103896103896,0.13286713286713286,0.09999999999999998,0.42857142857142855,0.07086614173228345,0.0,0.0,0.29909564969708924,0.5802692173411877,0.10000000000000003,0.42857142857142855,0.08770555990602977,0.4904893702109626,0.10452309157276624,0.07086614173228345,0.4080679419646816,0.33179088994801015,0.13994326846595007,0.5957079854592162,0.44249986223101695,0.5452843018800019,,0.37062913186734364,
Glucose dehydrogenase,P04841,AF-P04841-F1,74089.0,664,5.725414,-15.431332,27608.531147,25.260708,89.795135,89.795135,1.0,0.135542,0.129518,0.400602,0.259036,52.409639,49.789157,32,30,66,62.5,62.5,175.0,AF-P04841-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.006024,0.131024,5,5,664,https://alphafold.ebi.ac.uk/files/AF-P04841-F1-model_v6.pdb,41.579113,-0.000559,14,v4,50.521416,89.795135,1.0,1.6745860000000006,0.47776260571788076,0.47202521670606784,0.294705932010502,0.3884930509522284,0.36970530353802217,0.41913407139231473,0.4196193169268172,0.4196193169268172,0.0,0.23894031319687545,0.29371419678521404,0.5830156278366562,0.3959280025878401,0.6848865409171032,0.6848865299256064,0.4264705882352941,0.35064935064935066,0.4545454545454546,0.3,0.5714285714285714,0.047244094488188976,0.0,0.0,0.33179960780447193,0.6177534926766011,0.3,0.5714285714285714,0.4753328112764291,0.26235364337968076,0.10109506427551183,0.047244094488188976,0.41913407139231473,0.4196193169268172,0.0,0.46374984340630127,0.4576413633274838,0.5808659286076853,,0.48457090490427135,
Alcohol dehydrogenase,P07846,AF-P07846-F1,37831.0,354,7.255634,-0.314879,15240.672346,20.545946,73.58712,73.58712,1.0,0.129944,0.101695,0.454802,0.217514,44.915254,42.669492,16,13,40,62.5,50.0,200.0,AF-P07846-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.028249,0.084746,5,4,354,https://alphafold.ebi.ac.uk/files/AF-P07846-F1-model_v6.pdb,43.052747,-2.1e-05,16,v4,41.091892,73.58712,1.0,0.14436600000000066,0.21854915389949742,0.22773837667454688,0.5283006655576835,0.6534563226674965,0.20250862408783926,0.33051718523224943,0.3343134984559046,0.3343134984559046,0.0,0.22150518880265105,0.190619465091634,0.7443237113954336,0.23602874351114467,0.4287015850176894,0.4287016037787037,0.19117647058823528,0.12987012987012986,0.27272727272727276,0.3,0.42857142857142855,0.06299212598425197,0.0,0.0,0.3926693397311598,0.36129321858253577,0.3,0.42857142857142855,0.23257635082223962,0.2723448053783701,0.11817171877479767,0.06299212598425197,0.33051718523224943,0.3343134984559046,0.0,0.038698295955007955,0.7415606634531146,0.6694828147677505,,0.752595076059125,
Formate dehydrogenase,F1SVF6,AF-F1SVF6-F1,42431.0,375,5.232109,-13.047983,17695.409168,21.299089,66.869225,66.869225,1.0,0.154667,0.170667,0.370667,0.226667,55.2,52.44,20,22,35,62.5,75.0,162.5,AF-F1SVF6-F1,UniProt/AlphaFold,7.4,150.0,PBS,-0.016,0.098667,5,6,375,https://alphafold.ebi.ac.uk/files/AF-F1SVF6-F1-model_v6.pdb,47.187758,-0.000737,13,v4,42.598178,66.869225,1.0,2.167891,0.2514351894879072,0.2442868400315209,0.21940077978893102,0.43026872072603795,0.2356933371546888,0.3446729766578293,0.29895595890669685,0.29895595890669685,0.0,0.29850564975270644,0.4461867955150105,0.49392416139141615,0.27127651380951645,0.7802710867775633,0.7802710765555436,0.25,0.24675324675324678,0.23776223776223776,0.3,0.7142857142857142,0.03937007874015748,0.0,0.0,0.27148037379082174,0.4384396699344413,0.3,0.7142857142857142,0.2490211433046202,0.30037996523988425,0.09544516743374068,0.03937007874015748,0.3446729766578293,0.29895595890669685,0.0,0.6007759269860872,0.38342541775838,0.6553270233421706,,0.31608744526307136,
Phosphotriesterase,A0A0M3HJ56,AF-A0A0M3HJ56-F1,7261.0,65,4.907615,-3.417455,8512.446434,22.958044,68.997475,68.997475,1.0,0.123077,0.153846,0.384615,0.261538,53.846154,51.153846,3,3,6,50.0,62.5,162.5,AF-A0A0M3HJ56-F1,UniProt/AlphaFold,7.4,150.0,PBS,-0.030769,0.092308,4,5,65,https://alphafold.ebi.ac.uk/files/AF-A0A0M3HJ56-F1-model_v6.pdb,130.960714,-0.000401,13,v4,45.916088,68.997475,1.0,2.4923850000000005,0.0,0.0,0.16986536039324973,0.599073942905176,0.11155213362514721,0.3758540683820078,0.3101573372470254,0.3101573372470254,0.0,0.20011772913578094,0.3838586324190931,0.5354356955146232,0.40556308630755245,0.7339917752924183,0.7339917547751591,0.0,0.0,0.03496503496503497,0.2,0.5714285714285714,0.03937007874015748,0.0,0.0,0.23103110176268885,0.40319979606426193,0.2,0.5714285714285714,0.006264682850430699,0.8683562568462645,0.10611014124742106,0.03937007874015748,0.3758540683820078,0.3101573372470254,0.0,0.6909111211664405,0.3795206995893591,0.6241459316179924,,0.2691210465384267,
Lactate dehydrogenase,Q83022,AF-Q83022-F1,22416.0,199,9.359407,10.242964,18289.312318,31.525656,104.322632,104.322632,1.0,0.135678,0.050251,0.467337,0.281407,46.733668,44.396985,9,3,23,62.5,25.0,200.0,AF-Q83022-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.085427,0.160804,5,2,199,https://alphafold.ebi.ac.uk/files/AF-0000000365761045-model_v1.pdb,91.906092,0.00056,16,v4,63.051312,104.322632,1.0,1.9594069999999988,0.10834518898746756,0.10559495665878645,0.8494507572953128,0.8385156499803352,0.2437221023753085,0.5368876682259891,0.496080254427105,0.496080254427105,0.0,0.23936388892349467,0.0,0.7816299259232803,0.4820776660145719,0.4908614967912208,0.4908615040864137,0.08823529411764706,0.0,0.15384615384615383,0.3,0.14285714285714285,0.06299212598425197,0.0,0.0,0.5492681938190861,0.7827862720214575,0.3,0.14285714285714285,0.11119812059514489,0.6035679476734457,0.13661323599428662,0.06299212598425197,0.5368876682259891,0.496080254427105,0.0,0.5428650077595473,0.6972478609852795,0.46311233177401095,,0.5153526139010298,
Xanthine oxidase,P80456,AF-P80456-F1,147138.0,1334,6.269534,-12.695568,52179.803025,31.992523,105.894073,105.894073,1.0,0.125937,0.111694,0.431034,0.249625,48.725637,46.289355,59,52,144,50.0,50.0,187.5,AF-P80456-F1,UniProt/AlphaFold,7.4,150.0,PBS,0.014243,0.103448,4,4,1334,https://alphafold.ebi.ac.uk/files/AF-P80456-F1-model_v6.pdb,39.115295,-0.000243,15,v4,63.985046,105.894073,1.0,1.1304660000000002,1.0000000000000002,1.0,0.3777682148310719,0.43644589942010964,0.7018755792479202,0.5456627240593251,0.5043510427181913,0.5043510427181913,0.0,0.20902527750439145,0.22766953956973154,0.6735862477418354,0.3596866864862367,0.5589541408731566,0.5589541276428049,0.823529411764706,0.6363636363636364,1.0,0.2,0.42857142857142855,0.05511811023622047,0.0,0.0,0.35430976873610065,0.4649346906882277,0.2,0.42857142857142855,0.9999999999999999,0.24564908527822082,0.11112521821933027,0.05511811023622047,0.5456627240593251,0.5043510427181913,0.0,0.3126087996353416,0.5442496665016837,0.4543372759406748,,0.7057793557724911,
